"ID", "Name", "Type", "Journal", "InternalName", "Zone", "ZoneID"
3402, "Kill an Ebonheart Player", 7, "", "Kill an Ebonheart Player", "", 0
1687, "False Knights", 0, "Bandits are disguising themselves as Knights of the Flame and robbing people on the road to Wrothgar. I promised Sir Graham I'd get the tabards back.", "False Knights", "", 0
6260, "Salty Meats", 0, "Cyrodilic Collections' operation in Murkmire is growing, and more explorers mean more mouths to feed. With my help, Jee-Lar plans to send cured meats to Black Marsh.", "MMT Daily Q6260", "", 0
4395, "Enemies at the Gate", 0, "I met the Wood Orcs of <<1>> in <<2>>. They have come under attack from raiders and gradually weakened by an unknown source. I should work with <<3>> to track down the source.", "Q4395 - Enemies at the Gate", "", 0
1706, "Slay the Summoner", 0, "A daedric cultist is summoning scamps in the vault directly west of King Faume's grave.", "Slay the Summoner", "", 0
2901, "Scout Drakelowe Lumbermill", 7, "I accepted a mission to scout Drakelowe Lumbermill for the Pact.", "Scout Drakelowe Lumbermill", "", 0
4758, "The Final Assault", 0, "The final assault to end the Planemeld is at hand. We need to fight our way through Molag Bal's defenses and reach the portal to the planar vortex. Only then can we end this threat and save our world.", "The Final Assault", "Coldharbour", 347
2898, "Scout Kingscrest Lumbermill", 7, "I accepted a mission to scout Kingscrest Lumbermill for the Pact.", "Scout Kingscrest Lumbermill", "", 0
4255, "Ensuring Security", 0, "I arrived in the city of Vulkhel Guard, gateway to Auridon. Security is tight as Queen Ayrenn, the new leader of the Aldmeri Dominion, prepares to make a public appearance.", "Q4255 Ensuring Security", "", 4858
1709, "Rozenn's Dream", 0, "The Supernal Dreamers also took Ingride's daughter, <<1>>, and they're apparently planning a similar ritual using her as the vessel for some daedric spirit. I promised Ingride I would stop them.", "Rozenn's Dreams", "", 0
4078, "A Council of Thanes", 0, "The Dark Elves and Argonians are finally willing to work with Prince Irnskar and meet in a council of war. Now the Prince wants me to convince the Eastmarch thanes to attend the war council as well.", "A Council of Thanes", "Eastmarch", 101
6189, "Pledge: March of Sacrifices", 5, "<<1>> of the Undaunted has challenged me to explore Hircine's March of Sacrifices.", "u19-DUN2 MoS Pledge", "", 0
2731, "Scout Farragut Farm", 7, "I accepted a mission to scout Farragut Farm for the Dominion.", "Scout Farragut Farm", "", 0
4462, "The Dead King", 5, "The Worm Cult has invaded the ruins of Rulanyil's Fall, intent on raising an Ayleid warlord from the dead. <<1>> wants to ensure the body is not disturbed.", "Q4462 Dead King", "", 0
3615, "Wake the Dead", 0, "An Argonian named Onuja has come to Othrenis. He wants to know how to rebind the Brother of Strife. He's hoping to contact the spirit of Mavos Siloreth, an ancient Dunmer scribe buried in the area.", "Wake the Dead", "Stonefalls", 41
1735, "Unanswered Questions", 0, "Though the Omen of Fear has been dealt with and Alcaire is free of its influence, Duke Nathaniel is concerned. He's asked me to go seek the counsel of a Spirit Warden named Muran-to see if he can explain what happened.", "Unanswered Questions", "Stormhaven", 19
5305, "Pledge: Blackheart Haven", 5, "Glirion the Redbeard of the Undaunted has challenged me to explore the island of Blackheart Haven in Iliac Bay.", "Q5305 Pledge Blackheart", "", 0
1749, "A Miner's Vengeance", 0, "I am to summon and kill the Dremora that slayed the miners, then report to Brek after the deed is done. The artifact to summon it should be near the tower on the hill. I can navigate through the mines to find a way there.", "A Miner's Vengeance", "", 0
3130, "Capture Farragut Mine", 7, "I accepted a mission to help capture Farragut Mine for the Pact.", "Capture Farragut Mine", "", 0
1799, "A City in Black", 0, "The city of Evermore is in dire straits. King Eamond is dead, and a Reachmen army marches toward the city gates even now. The people of Evermore need help, and they need hope.", "A City in Black", "", 0
1802, "Mistress of the Lake", 0, "Followers of Hermaeus Mora have come to secure the ancient Ayleid ruins at Lake Halcyon, but they say a mysterious entity inhabiting the ruins has enslaved local villagers and is trying to subvert the laws of nature.", "Mistress of the Lake", "", 0
5520, "Flames of Forge and Fallen", 0, "Before he died, I met an Orc named <<1>>. He belonged to a holy order that lights Malacath's pyre once every decade, but was ambushed before he could do so. I swore to head to the heart of Old Orsinium and light Malacath's pyre.", "Q5520 Forge and Fallen", "", 0
2613, "The Elder Scroll of Alma Ruma", 7, "Grand Warlord Zimmeron is ordering Pact soldiers to capture the <<1>>.", "AvA-PAC-Capture Alma Ruma", "", 0
4982, "We Live In Fear", 0, "", "Q4982 We Live In Fear", "", 0
3333, "Risen From the Depths", 0, "The Sentinel Docks have been overrun with undead and the guards don't appear to be doing anything in response. I told Captain Marck I would try to find out what's going on.", "Risen From the Depths", "Alik'r Desert", 104
2983, "Capture Drakelowe Lumbermill", 7, "I accepted a mission to help capture Drakelowe Lumbermill for the Dominion.", "Capture Drakelowe Lumbermill", "", 0
1803, "The Water Stone", 0, "The nereid of Halcyon Lake is trying to save the lake from eventually drying up by using ancient and forbidden secrets to create a Water Stone. Hermaeus Mora cultists called Primeval Seekers are trying to stop her, but I've agreed to help her.", "The Water Stone", "", 0
1815, "Greg's Training Quest", 0, "So-and-so has asked that you do something cool. Won't you do something cool.", "Greg's Training Quest", "", 0
4318, "Into the Outside", 0, "I found a note on the charred corpse of an assassin who was sent to kill a mage named Malsia. She stole Dwarven artifacts and plans to open a portal to someplace. The Mages Guild wants her dead.", "Into the Outside", "", 0
3191, "Reclaiming the Elements", 0, "Angof's Bloodthorn cultists threaten the Wyrd Tree. I should help the Beldama Wyrd save the tree.", "Reclaiming the Elements", "Glenumbra", 3
1834, "Heart of Evil", 0, "The only way to ensure Evermore's security and drive the Reachmen from northern Bangkorai is to defeat their leader, the Hagraven Uela. I have agreed to help the Wyresses in Jackdaw Cove toward this end.", "Heart of Evil", "Bangkorai", 92
5552, "The Shark's Teeth", 0, "Shark's Teeth Grotto has been overrun by pirates and Shalug needs some help dealing with them.", "Q5552 The Shark's Teeth", "", 0
5318, "The Hidden Harvest", 0, "The Orsimer army needs to get into Frostbreak Fortress to find and destroy the source of the briarheart warriors, but the Winterborn's defense are too strong. Between the briarhearts and the harpies, they can't breach the walls.", "Q5318 The Hidden Harvest", "Wrothgar", 684
2887, "Scout Black Boot Farm", 7, "I accepted a mission to scout Black Boot Farm for the Pact.", "Scout Black Boot Farm", "", 0
4266, "The First Patient", 0, "Velatosse is suspicious about the plague's origins. She's asked me to look into the source of this mysterious illness.", "The First Patient", "", 0
1835, "The Last Spriggan", 0, "The Reachmen at Jackdaw Cove are corrupting the spriggans and transforming them into monstrous lurchers.", "Q1835 The Last Spriggan", "", 0
3353, "The Nature of Fate", 0, "An old Redguard sitting in the desert is contemplating fate. He believes all of our actions are predetermined.", "The Nature of Fate", "", 0
2692, "Scout Rayles Mine", 7, "I accepted a mission to scout Rayles Mine for the Dominion.", "Scout Rayles Mine", "", 0
5569, "A Cordial Collaboration", 0, "The assassin Naryu Virian must kill a Dark Elf noble in Kvatch to fulfill a contract for her shadowy organization. However, she doesn't want to attract the attention of the Dark Brotherhood as she completes her work, so she asked for my help.", "Q5569 Cordial Collaboration", "", 0
3688, "Unwelcome Guests", 0, "<<1>> says some mercenaries in Stormhold are stirring up trouble between the Dark Elves and Argonians.", "Unwelcome Guests", "", 0
1839, "Box Clicking For the Win!", 0, "So and so has asked that you travel to the big red box and do some stuff!", "Box Clicking For the Win!", "", 0
2852, "Scout Castle Alessia", 7, "I accepted a mission to scout Castle Alessia for the Pact.", "Scout Castle Alessia", "", 0
2016, "Hallin's Burden", 0, "Hallin's Stand is under the control of the Seventh Legion, an Imperial military force.", "BK HS Hallin's Burden", "Bangkorai", 92
2691, "Scout Warden Mine", 7, "I accepted a mission to scout Warden Mine  for the Dominion.", "Scout Warden Mine", "", 0
5068, "Quest for the Cure", 0, "", "Q5068 Quest for the Cure", "", 0
3399, "Kill a Daggerfall Player", 7, "", "Kill a Daggerfall Player", "", 0
2017, "The Lion's Den", 0, "Yarah needs to discover the identity of whomever betrayed Hallin's Stand and allowed the Seventh Legion to enter the city.", "BK HS The Lion's Den", "Bangkorai", 92
4443, "To Alcaire Castle", 0, "<<1>> has expressed concerns about events unfolding at Alcaire Castle. She asked me to go there and see if I can help.", "To Alcaire Castle", "Stormhaven", 19
2853, "Scout Castle Faregyl", 7, "I accepted a mission to scout Castle Faregyl for the Pact.", "Scout Castle Faregyl", "", 0
2902, "Scout Alessia Lumbermill", 7, "I accepted a mission to scout Alessia Lumbermill for the Pact.", "Scout Alessia Lumbermill", "", 0
4629, "Secrets Revealed", 0, "I found a letter on the body of a bounty hunter. It mentions a woman named Wardiya in Bruma.", "4629 Secrets Revealed", "", 0
4291, "The Summer Site", 0, "Falinesti Summer Site is a legendary seasonal location for the Wood Elves' Walking City. But the city hasn't been seen in Tamriel for centuries. Now, something is happening at the Summer Site.", "Q4291 The Summer Site", "", 0
3898, "Proving the Deed", 3, "The Council of Province Generals has ordered an investigation into the death of the former Guildmaster, Jofnir Iceblade.", "Proving the Deed", "", 0
6171, "Jewelry Crafting Certification", 4, "If I can show that I know how to make a ring, Felarian will certify me as a jewelery crafter.", "Q6171 Jewelry Crafting Certifi", "", 0
3745, "Stolen Crystal", 0, "Supernal Dreamers stole a crystal from Geoffrey Stictal and broke it into multiple pieces. He wants me to retrieve the pieces from them.", "Stolen Crystal", "", 0
2018, "A Thirst for Revolution", 0, "Ufa the Red Asp and I must work together to locate the traitor identified by Captain Dhakir's men in order to save the grandeya of Hallin's Stand from execution.", "BK HS A Thirst for Revolution", "Bangkorai", 92
4452, "Reap What Is Sown", 0, "<<1>> has come to <<2>> to find out why the Drublog attacked Velyn Harbor.", "Q4452 Reap What is Sown", "Malabal Tor", 58
2046, "Dreams to Nightmares", 0, "Cultists called Supernal Dreamers are up to no good in Moonlit Maw. Master Muzgu, a monk from Pariah Abbey, led other monks here to stop them. But they were ambushed by the cultists.", "Dreams to Nightmares", "", 0
4151, "A Bitter Pill", 5, "<<1>> does not believe <<2>>'s story about <<3>> becoming infected. Something isn't right.", "A Bitter Pill", "", 0
2047, "The Gate to Quagmire", 0, "The Supernal Dreamers performed a ritual on Muzgu that infused a Daedric spirit into his body. He's contained it for now, but it's gaining strength. If the spirit takes control of him, it will combine its powerful magic with his own. Many will die.", "The Gate to Quagmire", "", 0
5489, "The Lock and the Legion", 7, "The Drake of Blades' contact in Legion Zero has not checked in for weeks. The Drake has requested that I go try to establish contact myself.", "IC-EG The Lock and the Legion", "Imperial City", 584
2867, "Scout Farragut Mine", 7, "I accepted a mission to scout Farragut Mine for the Pact.", "Scout Farragut Mine", "", 0
2130, "Rise of the Dead", 0, "An army of undead swarmed from the sea and attacked the Sentinel Docks. Watch Captain Zafira has asked me to inform King Fahara'jad.", "Rise of the Dead", "", 2130
4768, "Scars Never Fade", 0, "Dominion soldiers erected barricades around a tribe of Argonian refugees living in <<c:1>>. <<2>> needs help resolving the Argonians' situation.", "Q4768 Scars Never Fade", "", 5656
2146, "The Impervious Vault", 0, "Prince Azah says the necromancers of the Withered Hand are tunneling into the Impervious Vault to steal powerful relics known as the Ansei Wards. We must try to stop them.", "The Impervious Vault", "Alik'r Desert", 104
4354, "The Endless War", 0, "I discovered the Cliffs of Failure, where Molag Bal's failed servants compete to get back into his good graces. Lost members of the Mages Guild have been ensnared in this twisted game, and I need to join in to save them.", "The Endless War", "", 0
3213, "Capture Fort Rayles", 7, "I accepted a mission to help re-capture Fort Rayles for the Covenant.", "Capture Fort Rayles", "", 0
2880, "Scout Aleswell Farm", 7, "I accepted a mission to scout Aleswell Farm for the Pact.", "Scout Aleswell Farm", "", 0
2161, "Monkey Magic", 0, "I met a talking monkey in Sentinel. The monkey claims he's really an Orc and that he was tricked by a Khajiit potion-maker named Unishi. He wants to be changed back.", "Monkey Magic", "", 0
3001, "Farlivere's Gambit", 0, "The Red Rooks attacked a caravan and escaped to a noble's house on the outskirts of Daggerfall, where they've taken hostages. Captain Farlivere of the Daggerfall Guard has ordered her soldiers to surround the estate.", "Farlivere's Gambit", "", 0
4858, "Hope Lost", 0, "The hamlet of Moira's Hope has met with disaster. Bloodfiends fill the streets, and the few survivors that remain are trying desperately to stay alive. I agreed to help Adusa-daro provide aid and find out who is behind this attack.", "Q4858 - Hope Lost", "", 0
2184, "Tu'whacca's Breath", 0, "The Withered Hand has taken over Tu'whacca's Throne and begun using the Ansei Wards to raise the consecrated remains of fallen heroes. I agreed to help the Throne Keeper activate defenses to cleanse the temple.", "Tu'whacca's Breath", "Alik'r Desert", 104
2187, "Revered Ancestors", 0, "The dead have risen at Tu'whacca's Throne, and an Ash'abah here is particularly worried that three ancient heroes have been raised. I agreed to visit their graves, and if they have been raised, then I will kill them.", "Revered Ancestors", "", 0
4942, "The Spider's Cocoon", 0, "I met a man named Beryn in the woods, recovering from an epic drinking bout at his camp. He's worried because he fears his friend <<1>> has wandered into a nearby spider cave on a dare.", "The Spider's Cocoon", "", 0
2881, "Scout Dragonclaw Farm", 7, "I accepted a mission to scout Dragonclaw Farm for the Pact.", "Scout Dragonclaw Farm", "", 0
5941, "The Jester's Festival", 12, "I received an invitation to celebrate a festival of fools and foolishness across Tamriel.", "Event - Jester Intro", "", 7212
3702, "The Soldier's Alibi", 0, "I encountered a captive Dark Elf soldier named Saryvn in the ruins beneath Tal'Deic Fortress. He was captured by the Maulborn while he was avoiding his duties.", "The Soldier's Alibi", "", 0
2192, "A Reckoning with Uwafa", 0, "The Throne Keeper and I have lit the sacred braziers at the cardinal points of the temple. When we light the final brazier, Tu'whacca should send his \"Breath\" to come and help us cleanse the temple. Then we can kill Uwafa and recover the Ansei Wards.", "A Reckoning with Uwafa", "Alik'r Desert", 104
4061, "One Victor, One King", 0, "Fildgor, King Jorunn's exiled brother, has returned to Skyrim. Nords from the Stormfist clan, loyal to Fildgor, have infiltrated the Konunleikar to get close to King Jorunn.", "One Victor, One King", "Eastmarch", 101
3398, "Scout the Mine", 7, "", "Scout the Mine", "", 0
6241, "Whispers in the Wood", 0, "A band of notorious criminals known as the Blackguards are searching for a powerful Argonian relic called the Remnant of Argon. I'll need allies if I'm going to find it first.", "Q6241 MMQ4", "", 0
4514, "The Spearhead's Crew", 0, "Captain Kaleen's cabin girl, Nicolene, informed me that Kaleen's crew is ready to start the heist as soon as I'm done recruiting.", "The Spearhead's Crew", "Stros M'Kai", 534
3040, "Vital Inheritance", 0, "<<1>> was the sole survivor of the Bloodthorn cult's attack on the Aldcroft lighthouse. She asked me to retrieve her father's pipe from his cottage so she will have something to remember him by.", "Vital Inheritance", "", 0
2193, "The Scholar of Bergama", 0, "Throne Keeper Farvad says I should continue my search for the remaining Ansei Wards in Bergama to the east.", "The Scholar of Bergama", "Alik'r Desert", 104
4738, "Song of the Spinner", 5, "I discovered a Spinner named Melrethel imprisoned in the cellars of the Vile Manse. She claims to be from the Wood Elf village that Graccus razed and built his manor upon.", "Q4738 Song of the Spinner", "", 0
2240, "Shiri's Research", 0, "The scholar's apprentice Shiri has studied a book from among Alasan's possessions. Shiri suggests I begin my search for the third Ansei Ward in HoonDing's Watch.", "Shiri's Research", "Alik'r Desert", 104
2251, "Gone Missing", 0, "People are disappearing from the streets of Bergama, and I've decided to help investigate the matter.", "Gone Missing", "", 0
5006, "To Velyn Harbor", 0, "With <<1>> dead-again-and the new Silvenar revealed, <<2>> asked me to head to <<3>> in <<4>>. The Aldmeri Dominion needs to prepare for the wedding between the Green Lady and the newly-discovered Silvenar.", "Q5006 To Velyn Harbor", "", 0
4898, "Rising Against Onsi's Breath", 0, "Onsi's Breath was captured by Imperial soldiers who hold its inhabitants captive.", "Rising Against Onsi's Breath", "", 0
3757, "Rescuing Leonar", 0, "I found Lord Geoffroi's son trapped in a cage.", "Rescuing Leonar", "", 0
2255, "Crawling Chaos", 0, "Once the mines were a prime spot for prospectors, but with the influx of spiders, they've been shut down for safety reasons.", "Q2255 Crawling Chaos", "", 0
6070, "Nibbles and Bits", 0, "The Bursar of Tributes seeks items of flesh to add to the Blackfeather Court's hoard.", "Q6070 Nibbles and Bits 1", "", 0
2344, "Snakes in the Sands", 0, "A caravan was attacked by snakes at the oasis near Ogre's Bluff. The caravan guard is afraid of snakes and asked me to return and help the members of the caravan.", "Snakes in the Sands", "", 0
2356, "March of the Ra Gada", 0, "The spirits of HoonDing's Watch have awoken to test me. I must vanquish the spirits of the Redguards' ancient foes and claim their essence to summon their leaders.", "March of the Ra Gada", "Alik'r Desert", 104
2364, "Feathered Fiends", 0, "Kozanset, a small settlement in the deserts of Alik'r, is having harpy troubles.", "Q2364 Feathered Fiends", "", 0
2403, "The Search for Shiri", 0, "Shiri, the scholar's apprentice, has disappeared along with the text she recovered from Tava's Blessing. I've agreed to help find Shiri … and the text.", "The Search for Shiri", "Alik'r Desert", 104
5793, "Dark Anchors in Auridon", 3, "<<1>> of the Fighters Guild learned of Worm Cult activity in Auridon.", "FG Daily Auridon", "", 0
2404, "Imperial Incursion", 0, "Imperial forces have seized control of Satakalaam. King Fahara'jad's army is here to take the city back, but General Thoda needs to rescue four hostages the Imperials are holding first.", "Q2404 Imperial Incursion", "Alik'r Desert", 104
6134, "The New Life Festival", 12, "<<1>>, a New Life Herald in Eastmarch, spoke of the New Life Festival celebrated across Tamriel.", "Event - New Life Intro", "", 0
0, "", 0, "", "", "", 0
2408, "In Search of the Ash'abah", 0, "The Withered Hand stole the Ansei Wards, ancient swords that protect Alik'r from necromancy. King Fahara'jad has asked me to enlist the aid of the Ash'abah, a tribe of dishonored warriors who fight the undead.", "In Search of the Ash'abah", "Alik'r Desert", 104
2741, "Scout Warden Lumbermill", 7, "I accepted a mission to scout Warden Lumbermill  for the Dominion.", "Scout Warden Lumbermill", "", 0
5110, "Gem of the Stars", 0, "", "[OLD] CL Mtharnaz_HM", "", 0
5825, "Madness in Malabal Tor", 3, "<<1>> of the Mages Guild wants me to recover a dangerous relic from Malabal Tor.", "Q5825 MG Daily Malabal Tor", "", 0
2436, "One Last Game", 0, "In the Wayrest graveyard, I found the last Will and Testament of a scholar named Frodibert Fontbonne. Frodibert challenged his son Donel to solve a riddle to claim his inheritance. Donel gave up, but maybe I can solve the riddle.", "One Last Game", "", 0
2450, "A Woman Wronged", 0, "Serge Arcole asked me to help him incapacitate the smugglers. Then I'm to search the counting house for clues as to where Miranda's being held.", "A Woman Wronged", "", 0
4831, "The Harborage", 2, "The Prophet contacted me through a magical projection. He asked me to seek out a place called the Harborage, where he has taken refuge. I should go to him and ensure that he is safe.", "MQ1.5 The Harborage", "", 0
2451, "A Ransom for Miranda", 0, "Serge Arcole says the Midnight Union is holding his wife, Miranda, for ransom. He wants me to collect some items and bring them to him so he can bargain from a position of strength.", "A Ransom for Miranda", "", 0
3533, "The Waking Darkness", 0, "Corpses are crawling out of the ground at Pelin Graveyard and taking up arms. Prince Adrien was to be entombed here.", "Q3533 The Waking Darkness", "", 0
2688, "Scout Castle Brindle", 7, "I accepted a mission to scout Castle Brindle for the Dominion.", "Scout Castle Brindle", "", 0
3174, "A Lingering Hope", 0, "General Gautier believes his son Darien, the Captain of the Camlorn Guard is still alive inside the city. He hopes to use Darien's master key to unlock the Camlorn gates. Then the Lion Guard can surround Faolchu's werewolves and retake the city.", "A Lingering Hope", "Glenumbra", 3
2481, "The Debt Collector's Debts", 0, "S'rashi works for the Midnight Union in Wayrest, but he's gotten himself in trouble. He owes money to his boss and needs help getting the gold together as fast as possible.", "The Debt Collector's Debts", "", 0
3717, "King of Dust", 0, "The Dominion is searching for a keystone in <<1>>. I need to find it before they do.", "King of Dust", "", 0
2488, "A Gang of Thugs", 0, "I stopped some thugs from robbing an innocent man in Wayrest. I found a bag of stolen items on them.", "A Gang of Thugs", "", 0
5116, "Elemental Army", 0, "The Celestial Thief appeared to me and asked for my help discovering why the atronachs that were summoned to destroy the Dark Anchors turned against the mages of Craglorn.", "[OLD] CL Elemental Army", "", 0
2494, "Can't Leave Without Her", 0, "The Vanne Farm has been overrun by Supernal Dreamer cultists and daedra. Phinis Vanne is simply trying to escape, but his sister has barricaded herself in the house. He asked me to persuade her to leave.", "Can't Leave Without Her", "", 0
2495, "The Signet Ring", 0, "<<1>> wants his father's signet ring, and he's tasked me with getting it. If I can retrieve the ring, he says I can name my reward. The Dream Shard, perhaps?", "The Signet Ring", "Stormhaven", 19
4722, "Welcome to Cyrodiil", 0, "I've arrived in Cyrodiil, ready to help the Pact win the war.", "CYR-PAC-AvA Tutorial 1", "", 0
2801, "Scout Brindle Mine", 7, "I accepted a mission to scout Brindle Mine for the Covenant.", "Scout Brindle Mine", "", 0
2826, "Scout Aleswell Lumbermill", 7, "I accepted a mission to scout Aleswell Lumbermill  for the Covenant.", "Scout Aleswell Lumbermill", "", 0
3131, "Capture Blue Road Mine", 7, "I accepted a mission to help capture Blue Road Mine for the Pact.", "Capture Blue Road Mine", "", 0
4994, "Imperial Curiosity", 0, "The Imperials in Southern Bangkorai have set up some sort of dig around an ancient Redguard ruin called the Hall of Heroes.", "Q4994 Imperial Curiosity", "Bangkorai", 92
2496, "Evidence Against Adima", 0, "<<1>> believes that <<2>> is controlling her son, Hosni. If she can get proof that Adima is behind his actions, then she'll have the evidence she needs to prove her son's innocence.", "Evidence Against Adima", "Stormhaven", 19
5764, "The Truer Fangs", 1, "Safa al-Satakalaam, a priest of Satakal, is at odds with the Scaled Court. Three of her most powerful acolytes have deserted her to worship the Celestial Serpent. She wants me to punish these traitors and deny their power to the Scaled Court.", "The Truer Fangs", "", 0
2497, "Saving Hosni", 0, "<<1>> believes Adima controls Hosni through his dreams. She thinks I can save her son, Hosni, by entering his dreams as well.", "Saving Hosni", "Stormhaven", 19
2713, "Scout Farm 3", 7, "", "Scout Farm 3", "", 0
2866, "Scout Kingscrest Mine", 7, "I accepted a mission to scout Kingscrest Mine for the Pact.", "Scout Kingscrest Mine", "", 0
4223, "Corruption Stones", 0, "Strange stones emanating necromantic energy have appeared on the sacred grounds of Tanzelwil. Priestess Langwe believes they might be tied to the disturbed demeanor of the Ancestral Spirits.", "The Corruption Stones", "", 0
3918, "Circus of Cheerful Slaughter", 3, "Sheogorath's book is supposed to lead me to the next trial, the \"<<1>>.\" Let's see what the Mad God has planned for me this time.", "Circus of Cheerful Slaughter", "", 0
5259, "Crafting Certification", 4, "Master crafters are offering free training and certification in their professions. Crafting certification will allow me to fulfill crafting writs.", "Q5259-CraftingTutorialVector", "Glenumbra", 3
2536, "Plowshares to Swords", 0, "Dro-Dara asked me to talk to the warrior Knarstygg about abandoning the plantation.", "Plowshares to Swords", "", 0
2537, "King Aphren's Sword", 0, "The mage Blaise Pamarc asked me to recover the artifact, King Aphren's Sword, from the ruins. There's just one problem: the spirits have awakened and block my path.", "King Aphren's Sword", "", 0
2538, "Gift from a Suitor", 0, "After escaping from the mirror, the countess is asking me to help her uncover which of her suitors actually gave her a gift that turned out to be a trap.", "Gift from a Suitor", "", 0
2756, "Scout Brindle Lumbermill", 7, "I accepted a mission to scout Brindle Lumbermill  for the Dominion.", "Scout Brindle Lumbermill", "", 0
3752, "A Storm Broken", 0, "Pash-Riha hasn't returned to town yet. She's still hunting a Covenant lieutenant. Seven-Bellies is concerned for her safety. He believes she may be hunting southwest of the town.", "A Storm Broken", "", 0
2549, "Abominations from Beyond", 0, "I encountered a Priestess of Stendarr who said yonder rocky hill crowned with ruins has been occupied by infernal abominations. They've captured several locals for nefarious purposes; I volunteered to rescue them.", "Abominations from Beyond", "", 0
2550, "Curse of Skulls", 0, "I found a skull in some old ruins on a hill outside Wayrest. It spoke to me. It claims to be cursed, forced to serve as the eyes of Molag Bal. It begged me to destroy it and all others like it upon the charnel heap in the tower.", "Curse of Skulls", "", 0
4277, "Silent Village", 0, "I discovered a statue outside the small town of Shattered Grove. The statue is remarkably lifelike and warm to the touch.", "Q4277 Silent Village", "", 0
4335, "Pride of the Lion Guard", 0, "", "Q4335 Pride of the Lion Guard", "", 0
2729, "Scout Arrius Farm", 7, "I accepted a mission to scout Arrius Farm for the Dominion.", "Scout Arrius Farm", "", 0
2552, "Army at the Gates", 0, "King Fahara'jad of Alik'r has sent an army to Alcaire Castle. They claim to be on a diplomatic mission, but the Knights of the Flame believe otherwise. This situation could threaten the very fabric of the Daggerfall Covenant.", "Army at the Gates", "", 2655
4657, "The Spinner's Tale", 0, "Though Aranias was sent by the Veiled Heritance to kill him, the Wilderking believes she has actually come for another reason, and that our destinies are intertwined.", "The Spinner's Tale", "Greenshade", 108
2553, "Bones of a Ghost", 0, "The miner Gathan was trapped inside <<1>> when the Daedra suddenly appeared. Unable to escape, he was caught by the creatures and dismembered. His restless ghost is now bound to haunt the cavern where he died so long as his body remains unburied.", "Bones of a Ghost", "", 0
2733, "Scout Drakelowe Farm", 7, "I accepted a mission to scout Drakelowe Farm for the Dominion.", "Scout Drakelowe Farm", "", 0
2556, "False Accusations", 0, "A Knight of the Flame claims to have been put in the stocks unjustly. I need to convince the constable to release her.", "False Accusations", "Stormhaven", 19
2561, "A Family Affair", 0, "The Nurin family needs help. They awoke this morning to find their farm burning, overrun by dremora, and the father, William Nurin, is missing. I volunteered to help find him.", "A Family Affair", "", 2625
2564, "Two Sides to Every Coin", 0, "<<1>> needs someone to take a message to the leader of the Redguard camp outside  the gates. Sir Hughes suggested I act as her messenger and report on what she reveals.", "Two Sides to Every Coin", "Stormhaven", 19
5441, "The Hand of Morkul", 0, "All is not right in Morkul Stronghold. <<1>>, the chief's eldest daughter, ran off to <<2>> without explanation.", "Q5441 The Hand of Morkul", "", 0
3232, "Capture Rayles Lumbermill", 7, "I accepted a mission to help capture Rayles Lumbermill for the Covenant.", "Capture Rayles Lumbermill", "", 0
6284, "Something About Stibbons", 0, "Lady Laurent and her manservant, Stibbons, have come to Murkmire in search of an antique Argonian renewal charm. Lady Laurent needs it or she won't be able to observe the annual rite of renewal.", "Q6284 Lady Laurent Stibbons", "", 0
6089, "Replacing the Commutators", 1, "The Clockwork Apostles have tasked me to continue maintenance in the Halls of Regulation. I need to replace several brass commutators to prevent the galvanic engine from shutting down.", "Q6089 Daily-Halls of Reg III", "", 0
2566, "Life of the Duchess", 0, "<<1>> was apparently behind the assassination attempts on <<2>>. We must apprehend her quickly to ensure the duchess's safety.", "Q2566 Life of the Duchess", "Stormhaven", 19
5510, "Scouting the Arena District", 0, "My Alliance needs scouts to secure rally points across the Imperial City.", "IC-Vector Arena", "Imperial City", 584
2567, "The Safety of the Kingdom", 0, "<<1>> is dead, and the threat against <<2>> is over, at least for the moment.", "Q2567 The Safety of the Kingdo", "Stormhaven", 19
3421, "Capture the Farm", 7, "", "Capture the Farm", "", 0
2576, "Tracking Sir Hughes", 0, "Sir Hughes murdered Duchess Lakana in Alcaire Castle. I promised Duke Nathaniel that I will track Sir Hughes down to answer for his crimes.", "Q2576 Tracking Sir Hughes", "Stormhaven", 19
2578, "Scamp Invasion", 0, "The Supernal Dreamers have apparently built a few portals on the Nurin's farm through which they are summoning scamps and possibly other Daedra. I've agreed to destroy these portals.", "Scamp Invasion", "", 0
4447, "Yngrel the Bloody", 0, "A wanted bandit named Yngrel the Bloody has been causing trouble along the northern road in the Rift. I've been offered a reward to bring him down.", "Q4447 Yngrel the Bloody", "", 0
5542, "Welcome Home", 3, "I gained access to the Dark Brotherhood Sanctuary and met the Matron of this chapter, Astara Caerellius. She welcomed me into the family and suggested I meet the rest of my brothers and sisters in the guild.", "DB1.5-Q5542-WelcomeHome", "Gold Coast", 823
2599, "Ash and Reprieve", 0, "The village of Deleyn's Mill is under siege. Fire threatens to burn the village to the ground while enraged forest creatures attack the remaining villagers. The witches of the Beldama Wyrd are trying to contain the situation. I should help them.", "Ash and Reprieve", "Glenumbra", 3
5829, "Madness in Stonefalls", 3, "<<1>> of the Mages Guild wants me to recover a dangerous relic from Stonefalls.", "Q5829 MG Daily Stonefalls", "", 0
2609, "The Elder Scroll of Chim", 7, "The Elder Scroll of Chim has been stolen by the enemy.", "AvA-PAC-Recapture Chim", "", 0
